group_type,group_value,from_token,to_token,count,probability
agent,claude_code,read_file,install,7,0.01694915254237288
agent,claude_code,search,error,6,0.15789473684210525
agent,claude_code,message,edit_file,6,0.01680672268907563
agent,claude_code,edit_file,error,6,0.08823529411764706
agent,claude_code,error,edit_file,6,0.01775147928994083
agent,claude_code,write_file,edit_file,5,0.01824817518248175
agent,claude_code,write_file,generated_code:error,5,0.01824817518248175
agent,claude_code,search,write_file,5,0.13157894736842105
agent,claude_code,write_file,search,4,0.014598540145985401
agent,claude_code,edit_file,write_file,4,0.058823529411764705
agent,claude_code,message,read_file,4,0.011204481792717087
agent,claude_code,write_file,generated_code,3,0.010948905109489052
agent,claude_code,install,write_file,3,0.041666666666666664
agent,claude_code,inspect_workspace,edit_file,2,0.009259259259259259
agent,claude_code,message,inspect_workspace,2,0.0056022408963585435
agent,claude_code,error,search,2,0.005917159763313609
agent,claude_code,install,edit_file,1,0.013888888888888888
agent,claude_code,error,test,1,0.0029585798816568047
agent,claude_code,test,edit_file,1,1.0
agent,claude_code,edit_file,install,1,0.014705882352941176
agent,claude_code,search,generated_code:error,1,0.02631578947368421
agent,claude_code,inspect_workspace,generated_code,1,0.004629629629629629
agent,claude_code,edit_file,inspect_workspace,1,0.014705882352941176
agent,claude_code,search,install,1,0.02631578947368421
agent,claude_code,install,generated_code,1,0.013888888888888888
agent,claudecode-opus47,message:error,finish:error,502,0.9980119284294234
agent,claudecode-opus47,finish:error,END,502,1.0
agent,claudecode-opus47,message,finish,419,0.9290465631929047
agent,claudecode-opus47,finish,END,419,1.0
agent,claudecode-opus47,START,error,335,0.36373507057546145
agent,claudecode-opus47,START,message:error,248,0.2692725298588491
agent,claudecode-opus47,START,message,228,0.247557003257329
agent,claudecode-opus47,error,message:error,224,0.5245901639344263
agent,claudecode-opus47,error,message,129,0.30210772833723654
agent,claudecode-opus47,START,write_file,86,0.09337676438653637
agent,claudecode-opus47,write_file,message,76,0.6608695652173913
agent,claudecode-opus47,read_file,error,65,0.6435643564356436
agent,claudecode-opus47,error,read_file,48,0.11241217798594848
agent,claudecode-opus47,inspect_workspace,read_file,34,0.7906976744186046
agent,claudecode-opus47,message,error,21,0.04656319290465632
agent,claudecode-opus47,write_file,message:error,20,0.17391304347826086
agent,claudecode-opus47,error,inspect_workspace,20,0.0468384074941452
agent,claudecode-opus47,read_file,write_file,17,0.16831683168316833
agent,claudecode-opus47,START,inspect_workspace,14,0.01520086862106406
agent,claudecode-opus47,read_file,message,12,0.1188118811881188
agent,claudecode-opus47,message,write_file,9,0.019955654101995565
agent,claudecode-opus47,START,read_file,9,0.009771986970684038
agent,claudecode-opus47,write_file,read_file,9,0.0782608695652174
agent,claudecode-opus47,write_file,inspect_workspace,8,0.06956521739130435
agent,claudecode-opus47,read_file,message:error,6,0.0594059405940594
agent,claudecode-opus47,error,execute_probe,6,0.01405152224824356
agent,claudecode-opus47,execute_probe,message:error,5,0.5555555555555556
agent,claudecode-opus47,inspect_workspace,error,4,0.09302325581395349
agent,claudecode-opus47,execute_probe,message,4,0.4444444444444444
agent,claudecode-opus47,inspect_workspace,write_file,3,0.06976744186046512
agent,claudecode-opus47,message,execute_probe,2,0.004434589800443459
agent,claudecode-opus47,inspect_workspace,message,2,0.046511627906976744
agent,claudecode-opus47,message:error,error,1,0.0019880715705765406
agent,claudecode-opus47,START,search,1,0.0010857763300760044
agent,claudecode-opus47,search,read_file,1,1.0
agent,claudecode-opus47,write_file,error,1,0.008695652173913044
agent,claudecode-opus47,read_file,inspect_workspace,1,0.009900990099009901
agent,claudecode-opus47,write_file,execute_probe,1,0.008695652173913044
agent,codex,START,message,749,1.0
agent,codex,message,inspect_workspace,666,0.5227629513343799
agent,codex,error,execute_probe,571,0.40296400846859565
agent,codex,execute_probe,read_file,554,0.27575908412145345
agent,codex,execute_probe,error,509,0.2533598805375809
agent,codex,read_file,execute_probe,497,0.3979183346677342
agent,codex,generated_code:error,END,460,1.0
agent,codex,execute_probe,inspect_workspace,425,0.21154803384768542
agent,codex,inspect_workspace,execute_probe,415,0.27124183006535946
agent,codex,inspect_workspace,read_file,391,0.25555555555555554
agent,codex,inspect_workspace,error,364,0.23790849673202613
agent,codex,message,generated_code:error,310,0.24332810047095763
agent,codex,generated_code,END,260,1.0
agent,codex,inspect_workspace,write_file,247,0.16143790849673204
agent,codex,write_file,error,232,0.38731218697829717
agent,codex,read_file,message,230,0.18414731785428343
agent,codex,message,generated_code,216,0.1695447409733124
agent,codex,write_file,execute_probe,202,0.337228714524207
agent,codex,read_file,error,197,0.1577261809447558
agent,codex,error,inspect_workspace,190,0.1340860973888497
agent,codex,error,message,178,0.12561750176429076
agent,codex,error,read_file,164,0.11573747353563868
agent,codex,execute_probe,write_file,153,0.07615729218516674
agent,codex,message:error,generated_code:error,148,0.7708333333333334
agent,codex,install,execute_probe,132,0.5919282511210763
agent,codex,search,execute_probe,111,0.47639484978540775
agent,codex,read_file,inspect_workspace,109,0.08726981585268215
agent,codex,execute_probe,search,106,0.05276256844201095
agent,codex,error,install,95,0.06704304869442484
agent,codex,execute_probe,message,93,0.04629168740666999
agent,codex,error,write_file,92,0.06492589978828511
agent,codex,read_file,write_file,89,0.07125700560448359
agent,codex,error,message:error,85,0.05998588567395907
agent,codex,execute_probe,test,80,0.039820806371329016
agent,codex,write_file,read_file,77,0.1285475792988314
agent,codex,read_file,message:error,66,0.05284227381905524
agent,codex,install,error,62,0.27802690582959644
agent,codex,test,inspect_workspace,50,0.45045045045045046
agent,codex,execute_probe,install,50,0.024888003982080638
agent,codex,search,inspect_workspace,47,0.2017167381974249
agent,codex,test,execute_probe,45,0.40540540540540543
agent,codex,message:error,generated_code,44,0.22916666666666666
agent,codex,read_file,search,43,0.0344275420336269
agent,codex,inspect_workspace,search,39,0.025490196078431372
agent,codex,search,read_file,39,0.16738197424892703
agent,codex,message,execute_probe,36,0.0282574568288854
agent,codex,write_file,install,36,0.06010016694490818
agent,codex,write_file,inspect_workspace,35,0.05843071786310518
agent,codex,execute_probe,message:error,35,0.017421602787456445
agent,codex,error,search,34,0.02399435426958363
agent,codex,inspect_workspace,install,29,0.01895424836601307
agent,codex,search,error,24,0.10300429184549356
agent,codex,inspect_workspace,message,22,0.01437908496732026
agent,codex,message,error,20,0.015698587127158554
agent,codex,inspect_workspace,END,12,0.00784313725490196
agent,codex,message,read_file,11,0.008634222919937205
agent,codex,read_file,test,11,0.008807045636509208
agent,codex,test,error,9,0.08108108108108109
agent,codex,install,read_file,8,0.03587443946188341
agent,codex,message,END,8,0.006279434850863423
agent,codex,install,inspect_workspace,8,0.03587443946188341
agent,codex,read_file,install,7,0.005604483586869495
agent,codex,install,write_file,7,0.03139013452914798
agent,codex,write_file,search,6,0.01001669449081803
agent,codex,message,write_file,6,0.004709576138147566
agent,codex,error,test,6,0.004234297812279464
agent,codex,inspect_workspace,test,6,0.00392156862745098
agent,codex,test,read_file,5,0.04504504504504504
agent,codex,search,install,5,0.02145922746781116
agent,codex,write_file,END,5,0.008347245409015025
agent,codex,inspect_workspace,message:error,5,0.0032679738562091504
agent,codex,write_file,test,5,0.008347245409015025
agent,codex,install,search,5,0.02242152466367713
agent,codex,search,write_file,4,0.017167381974248927
agent,codex,execute_probe,END,3,0.0014932802389248383
agent,codex,search,message,1,0.004291845493562232
agent,codex,message,test,1,0.0007849293563579278
agent,codex,error,END,1,0.0007057163020465773
agent,codex,search,message:error,1,0.004291845493562232
agent,codex,write_file,message,1,0.001669449081803005
agent,codex,error,generated_code:error,1,0.0007057163020465773
agent,codex,test,write_file,1,0.009009009009009009
agent,codex,search,test,1,0.004291845493562232
agent,codex,execute_probe,generated_code:error,1,0.0004977600796416127
agent,codex,test,install,1,0.009009009009009009
agent,codex,install,test,1,0.004484304932735426
agent,codex-gpt54,message:error,END,615,0.9447004608294931
agent,codex-gpt54,START,inspect_workspace,405,0.43973941368078173
agent,codex-gpt54,inspect_workspace,error,308,0.47022900763358777
agent,codex-gpt54,message,END,262,0.9703703703703703
agent,codex-gpt54,search,error,257,0.5801354401805869
agent,codex-gpt54,error,message:error,230,0.33430232558139533
agent,codex-gpt54,inspect_workspace,search,190,0.2900763358778626
agent,codex-gpt54,START,message:error,184,0.1997828447339848
agent,codex-gpt54,START,message,181,0.1965255157437568
agent,codex-gpt54,error,inspect_workspace,144,0.20930232558139536
agent,codex-gpt54,error,read_file,133,0.1933139534883721
agent,codex-gpt54,error,search,122,0.17732558139534885
agent,codex-gpt54,START,search,112,0.12160694896851248
agent,codex-gpt54,read_file,error,78,0.3058823529411765
agent,codex-gpt54,inspect_workspace,message:error,77,0.11755725190839694
agent,codex-gpt54,read_file,message:error,72,0.2823529411764706
agent,codex-gpt54,search,read_file,65,0.14672686230248308
agent,codex-gpt54,search,inspect_workspace,58,0.1309255079006772
agent,codex-gpt54,inspect_workspace,read_file,54,0.08244274809160305
agent,codex-gpt54,search,message:error,45,0.10158013544018059
agent,codex-gpt54,read_file,inspect_workspace,43,0.16862745098039217
agent,codex-gpt54,plan,END,36,1.0
agent,codex-gpt54,read_file,message,34,0.13333333333333333
agent,codex-gpt54,START,error,30,0.03257328990228013
agent,codex-gpt54,message:error,plan,28,0.043010752688172046
agent,codex-gpt54,error,message,26,0.0377906976744186
agent,codex-gpt54,execute_probe,message:error,24,0.6
agent,codex-gpt54,error,execute_probe,20,0.029069767441860465
agent,codex-gpt54,item.updated,message:error,18,0.6923076923076923
agent,codex-gpt54,inspect_workspace,message,16,0.024427480916030534
agent,codex-gpt54,read_file,search,16,0.06274509803921569
agent,codex-gpt54,START,item.updated,9,0.009771986970684038
agent,codex-gpt54,message,plan,8,0.02962962962962963
agent,codex-gpt54,inspect_workspace,execute_probe,8,0.012213740458015267
agent,codex-gpt54,message:error,error,8,0.01228878648233487
agent,codex-gpt54,error,END,8,0.011627906976744186
agent,codex-gpt54,search,message,7,0.01580135440180587
agent,codex-gpt54,item.updated,message,6,0.23076923076923078
agent,codex-gpt54,search,execute_probe,6,0.013544018058690745
agent,codex-gpt54,read_file,execute_probe,6,0.023529411764705882
agent,codex-gpt54,execute_probe,error,5,0.125
agent,codex-gpt54,execute_probe,inspect_workspace,5,0.125
agent,codex-gpt54,search,item.updated,5,0.011286681715575621
agent,codex-gpt54,error,item.updated,4,0.005813953488372093
agent,codex-gpt54,read_file,item.updated,4,0.01568627450980392
agent,codex-gpt54,execute_probe,search,3,0.075
agent,codex-gpt54,execute_probe,read_file,2,0.05
agent,codex-gpt54,read_file,web_search,2,0.00784313725490196
agent,codex-gpt54,inspect_workspace,item.updated,2,0.0030534351145038168
agent,codex-gpt54,execute_probe,item.updated,1,0.025
agent,codex-gpt54,web_search,item.updated,1,0.3333333333333333
agent,codex-gpt54,item.updated,read_file,1,0.038461538461538464
agent,codex-gpt54,item.updated,error,1,0.038461538461538464
agent,codex-gpt54,web_search,error,1,0.3333333333333333
agent,codex-gpt54,error,web_search,1,0.0014534883720930232
agent,codex-gpt54,web_search,message:error,1,0.3333333333333333
agent,openhands,message,generated_code:error,518,0.8705882352941177
agent,openhands,START,message,357,1.0
agent,openhands,generated_code:error,END,280,0.5405405405405406
agent,openhands,generated_code:error,message,238,0.4594594594594595
agent,openhands,message,generated_code,77,0.12941176470588237
agent,openhands,generated_code,END,77,1.0
agent,openhands-gpt54,START,message:error,546,0.5928338762214984
agent,openhands-gpt54,read_file,inspect_workspace,452,0.3726298433635614
agent,openhands-gpt54,message:error,read_file,408,0.6098654708520179
agent,openhands-gpt54,agent_action,error,382,0.31285831285831284
agent,openhands-gpt54,START,message,375,0.40716612377850164
agent,openhands-gpt54,error,END,372,0.31767719897523483
agent,openhands-gpt54,read_file,agent_action,345,0.28441879637262985
agent,openhands-gpt54,error,write_file,340,0.29035012809564475
agent,openhands-gpt54,inspect_workspace,error,274,0.3425
agent,openhands-gpt54,agent_action,inspect_workspace,255,0.20884520884520885
agent,openhands-gpt54,inspect_workspace,agent_action,249,0.31125
agent,openhands-gpt54,message:error,END,200,0.29895366218236175
agent,openhands-gpt54,error,agent_action,181,0.15456874466268147
agent,openhands-gpt54,message,END,181,0.42289719626168226
agent,openhands-gpt54,write_file,agent_action,179,0.2877813504823151
agent,openhands-gpt54,write_file,error,176,0.2829581993569132
agent,openhands-gpt54,message,read_file,173,0.40420560747663553
agent,openhands-gpt54,agent_action,read_file,164,0.13431613431613432
agent,openhands-gpt54,agent_action,END,163,0.1334971334971335
agent,openhands-gpt54,read_file,error,161,0.1327287716405606
agent,openhands-gpt54,inspect_workspace,read_file,135,0.16875
agent,openhands-gpt54,agent_action,write_file,121,0.0990990990990991
agent,openhands-gpt54,execute_probe,error,116,0.30446194225721784
agent,openhands-gpt54,write_file,read_file,112,0.18006430868167203
agent,openhands-gpt54,execute_probe,agent_action,111,0.29133858267716534
agent,openhands-gpt54,write_file,execute_probe,104,0.16720257234726688
agent,openhands-gpt54,error,execute_probe,94,0.0802732707087959
agent,openhands-gpt54,error,read_file,93,0.07941929974380871
agent,openhands-gpt54,execute_probe,read_file,89,0.2335958005249344
agent,openhands-gpt54,read_file,edit_file,76,0.06265457543281121
agent,openhands-gpt54,read_file,execute_probe,75,0.06183017312448475
agent,openhands-gpt54,edit_file,agent_action,61,0.3609467455621302
agent,openhands-gpt54,inspect_workspace,write_file,61,0.07625
agent,openhands-gpt54,agent_action,execute_probe,55,0.04504504504504504
agent,openhands-gpt54,edit_file,error,54,0.31952662721893493
agent,openhands-gpt54,read_file,write_file,47,0.038746908491343775
agent,openhands-gpt54,message:error,agent_action,37,0.05530642750373692
agent,openhands-gpt54,agent_action,edit_file,34,0.027846027846027847
agent,openhands-gpt54,error,edit_file,33,0.028181041844577284
agent,openhands-gpt54,execute_probe,write_file,32,0.08398950131233596
agent,openhands-gpt54,message,message:error,31,0.07242990654205607
agent,openhands-gpt54,error,inspect_workspace,28,0.02391118701964133
agent,openhands-gpt54,agent_action,message:error,25,0.020475020475020474
agent,openhands-gpt54,inspect_workspace,execute_probe,25,0.03125
agent,openhands-gpt54,message,inspect_workspace,24,0.056074766355140186
agent,openhands-gpt54,read_file,message:error,23,0.018961253091508656
agent,openhands-gpt54,edit_file,read_file,21,0.1242603550295858
agent,openhands-gpt54,inspect_workspace,message:error,21,0.02625
agent,openhands-gpt54,message,agent_action,19,0.04439252336448598
agent,openhands-gpt54,inspect_workspace,message,18,0.0225
agent,openhands-gpt54,message:error,inspect_workspace,16,0.02391629297458894
agent,openhands-gpt54,write_file,edit_file,16,0.02572347266881029
agent,openhands-gpt54,edit_file,write_file,15,0.08875739644970414
agent,openhands-gpt54,search,agent_action,14,0.3181818181818182
agent,openhands-gpt54,read_file,search,14,0.011541632316570486
agent,openhands-gpt54,read_file,message,14,0.011541632316570486
agent,openhands-gpt54,test,agent_action,14,0.6666666666666666
agent,openhands-gpt54,edit_file,execute_probe,13,0.07692307692307693
agent,openhands-gpt54,inspect_workspace,search,12,0.015
agent,openhands-gpt54,search,read_file,12,0.2727272727272727
agent,openhands-gpt54,write_file,test,12,0.01929260450160772
agent,openhands-gpt54,error,message:error,11,0.009393680614859094
agent,openhands-gpt54,install,agent_action,11,0.3333333333333333
agent,openhands-gpt54,write_file,inspect_workspace,10,0.01607717041800643
agent,openhands-gpt54,install,execute_probe,10,0.30303030303030304
agent,openhands-gpt54,message:error,message,8,0.01195814648729447
agent,openhands-gpt54,execute_probe,inspect_workspace,8,0.02099737532808399
agent,openhands-gpt54,write_file,install,8,0.012861736334405145
agent,openhands-gpt54,execute_probe,message:error,8,0.02099737532808399
agent,openhands-gpt54,agent_action,message,7,0.005733005733005733
agent,openhands-gpt54,agent_action,install,7,0.005733005733005733
agent,openhands-gpt54,agent_action,search,6,0.004914004914004914
agent,openhands-gpt54,error,test,6,0.005123825789923143
agent,openhands-gpt54,error,install,6,0.005123825789923143
agent,openhands-gpt54,install,read_file,6,0.18181818181818182
agent,openhands-gpt54,search,execute_probe,5,0.11363636363636363
agent,openhands-gpt54,error,search,5,0.004269854824935952
agent,openhands-gpt54,execute_probe,search,5,0.013123359580052493
agent,openhands-gpt54,execute_probe,install,5,0.013123359580052493
agent,openhands-gpt54,read_file,install,4,0.0032976092333058533
agent,openhands-gpt54,write_file,message:error,4,0.006430868167202572
agent,openhands-gpt54,search,inspect_workspace,3,0.06818181818181818
agent,openhands-gpt54,search,error,3,0.06818181818181818
agent,openhands-gpt54,search,write_file,3,0.06818181818181818
agent,openhands-gpt54,inspect_workspace,edit_file,3,0.00375
agent,openhands-gpt54,execute_probe,message,3,0.007874015748031496
agent,openhands-gpt54,execute_probe,edit_file,3,0.007874015748031496
agent,openhands-gpt54,install,error,3,0.09090909090909091
agent,openhands-gpt54,edit_file,inspect_workspace,2,0.011834319526627219
agent,openhands-gpt54,read_file,END,2,0.0016488046166529267
agent,openhands-gpt54,search,edit_file,2,0.045454545454545456
agent,openhands-gpt54,inspect_workspace,install,2,0.0025
agent,openhands-gpt54,error,message,2,0.0017079419299743809
agent,openhands-gpt54,agent_action,test,2,0.001638001638001638
agent,openhands-gpt54,test,error,2,0.09523809523809523
agent,openhands-gpt54,test,write_file,2,0.09523809523809523
agent,openhands-gpt54,write_file,search,1,0.001607717041800643
agent,openhands-gpt54,search,END,1,0.022727272727272728
agent,openhands-gpt54,search,message,1,0.022727272727272728
agent,openhands-gpt54,execute_probe,END,1,0.0026246719160104987
agent,openhands-gpt54,install,write_file,1,0.030303030303030304
agent,openhands-gpt54,edit_file,search,1,0.005917159763313609
agent,openhands-gpt54,install,inspect_workspace,1,0.030303030303030304
agent,openhands-gpt54,install,edit_file,1,0.030303030303030304
agent,openhands-gpt54,edit_file,install,1,0.005917159763313609
agent,openhands-gpt54,test,inspect_workspace,1,0.047619047619047616
agent,openhands-gpt54,test,END,1,0.047619047619047616
agent,openhands-gpt54,test,edit_file,1,0.047619047619047616
agent,openhands-gpt54,edit_file,test,1,0.005917159763313609
agent_language,claude_code::c,START,message,93,1.0
agent_language,claude_code::c,execute_probe,read_file,80,0.4166666666666667
agent_language,claude_code::c,error,execute_probe,65,0.5803571428571429
agent_language,claude_code::c,generated_code:error,END,62,1.0
agent_language,claude_code::c,message,error,58,0.6236559139784946
agent_language,claude_code::c,inspect_workspace,execute_probe,46,0.44660194174757284
agent_language,claude_code::c,write_file,execute_probe,42,0.6461538461538462
agent_language,claude_code::c,execute_probe,inspect_workspace,42,0.21875
agent_language,claude_code::c,read_file,generated_code:error,35,0.2413793103448276
agent_language,claude_code::c,read_file,inspect_workspace,32,0.2206896551724138
agent_language,claude_code::c,message,write_file,31,0.3333333333333333
agent_language,claude_code::c,generated_code,END,31,1.0
agent_language,claude_code::c,read_file,execute_probe,25,0.1724137931034483
agent_language,claude_code::c,inspect_workspace,read_file,22,0.21359223300970873
agent_language,claude_code::c,inspect_workspace,error,19,0.18446601941747573
agent_language,claude_code::c,error,inspect_workspace,17,0.15178571428571427
agent_language,claude_code::c,execute_probe,generated_code,16,0.08333333333333333
agent_language,claude_code::c,execute_probe,write_file,16,0.08333333333333333
agent_language,claude_code::c,error,read_file,16,0.14285714285714285
agent_language,claude_code::c,execute_probe,generated_code:error,16,0.08333333333333333
agent_language,claude_code::c,read_file,error,16,0.1103448275862069
agent_language,claude_code::c,read_file,generated_code,13,0.0896551724137931
agent_language,claude_code::c,edit_file,read_file,11,0.5238095238095238
agent_language,claude_code::c,write_file,read_file,10,0.15384615384615385
agent_language,claude_code::c,execute_probe,error,10,0.052083333333333336
agent_language,claude_code::c,execute_probe,edit_file,9,0.046875
agent_language,claude_code::c,read_file,edit_file,9,0.06206896551724138
agent_language,claude_code::c,edit_file,execute_probe,9,0.42857142857142855
agent_language,claude_code::c,read_file,search,8,0.05517241379310345
agent_language,claude_code::c,inspect_workspace,search,7,0.06796116504854369
agent_language,claude_code::c,read_file,write_file,7,0.04827586206896552
agent_language,claude_code::c,write_file,inspect_workspace,6,0.09230769230769231
agent_language,claude_code::c,search,inspect_workspace,6,0.2727272727272727
agent_language,claude_code::c,error,generated_code:error,6,0.05357142857142857
agent_language,claude_code::c,search,error,5,0.22727272727272727
agent_language,claude_code::c,search,execute_probe,5,0.22727272727272727
agent_language,claude_code::c,inspect_workspace,generated_code:error,4,0.038834951456310676
agent_language,claude_code::c,inspect_workspace,write_file,4,0.038834951456310676
agent_language,claude_code::c,error,write_file,4,0.03571428571428571
agent_language,claude_code::c,message,read_file,4,0.043010752688172046
agent_language,claude_code::c,write_file,search,3,0.046153846153846156
agent_language,claude_code::c,write_file,error,3,0.046153846153846156
agent_language,claude_code::c,execute_probe,search,3,0.015625
agent_language,claude_code::c,search,write_file,3,0.13636363636363635
agent_language,claude_code::c,error,generated_code,2,0.017857142857142856
agent_language,claude_code::c,search,read_file,2,0.09090909090909091
agent_language,claude_code::c,write_file,edit_file,1,0.015384615384615385
agent_language,claude_code::c,error,edit_file,1,0.008928571428571428
agent_language,claude_code::c,edit_file,error,1,0.047619047619047616
agent_language,claude_code::c,search,generated_code:error,1,0.045454545454545456
agent_language,claude_code::c,inspect_workspace,edit_file,1,0.009708737864077669
agent_language,claude_code::c,error,search,1,0.008928571428571428
agent_language,claude_code::cpp,START,message,63,1.0
agent_language,claude_code::cpp,inspect_workspace,execute_probe,54,0.5684210526315789
agent_language,claude_code::cpp,execute_probe,read_file,54,0.34394904458598724
agent_language,claude_code::cpp,execute_probe,inspect_workspace,53,0.3375796178343949
agent_language,claude_code::cpp,error,execute_probe,45,0.6428571428571429
agent_language,claude_code::cpp,generated_code:error,END,36,1.0
agent_language,claude_code::cpp,message,error,35,0.5555555555555556
agent_language,claude_code::cpp,write_file,execute_probe,34,0.5666666666666667
agent_language,claude_code::cpp,generated_code,END,27,1.0
agent_language,claude_code::cpp,message,write_file,26,0.4126984126984127
agent_language,claude_code::cpp,read_file,inspect_workspace,26,0.26262626262626265
agent_language,claude_code::cpp,read_file,generated_code:error,21,0.21212121212121213
agent_language,claude_code::cpp,inspect_workspace,read_file,19,0.2
agent_language,claude_code::cpp,read_file,execute_probe,16,0.16161616161616163
agent_language,claude_code::cpp,execute_probe,generated_code,13,0.08280254777070063
agent_language,claude_code::cpp,execute_probe,write_file,13,0.08280254777070063
agent_language,claude_code::cpp,execute_probe,error,11,0.07006369426751592
agent_language,claude_code::cpp,read_file,error,11,0.1111111111111111
agent_language,claude_code::cpp,read_file,generated_code,9,0.09090909090909091
agent_language,claude_code::cpp,inspect_workspace,write_file,9,0.09473684210526316
agent_language,claude_code::cpp,write_file,read_file,7,0.11666666666666667
agent_language,claude_code::cpp,read_file,write_file,7,0.0707070707070707
agent_language,claude_code::cpp,edit_file,read_file,7,0.4666666666666667
agent_language,claude_code::cpp,error,inspect_workspace,7,0.1
agent_language,claude_code::cpp,search,read_file,6,0.42857142857142855
agent_language,claude_code::cpp,write_file,inspect_workspace,6,0.1
agent_language,claude_code::cpp,error,read_file,6,0.08571428571428572
agent_language,claude_code::cpp,error,generated_code:error,5,0.07142857142857142
agent_language,claude_code::cpp,inspect_workspace,search,5,0.05263157894736842
agent_language,claude_code::cpp,read_file,edit_file,5,0.050505050505050504
agent_language,claude_code::cpp,edit_file,execute_probe,5,0.3333333333333333
agent_language,claude_code::cpp,execute_probe,edit_file,5,0.03184713375796178
agent_language,claude_code::cpp,write_file,error,5,0.08333333333333333
agent_language,claude_code::cpp,inspect_workspace,error,5,0.05263157894736842
agent_language,claude_code::cpp,execute_probe,search,4,0.025477707006369428
agent_language,claude_code::cpp,execute_probe,generated_code:error,4,0.025477707006369428
agent_language,claude_code::cpp,read_file,search,4,0.04040404040404041
agent_language,claude_code::cpp,error,generated_code,4,0.05714285714285714
agent_language,claude_code::cpp,write_file,generated_code:error,4,0.06666666666666667
agent_language,claude_code::cpp,search,inspect_workspace,3,0.21428571428571427
agent_language,claude_code::cpp,search,execute_probe,3,0.21428571428571427
agent_language,claude_code::cpp,error,write_file,3,0.04285714285714286
agent_language,claude_code::cpp,write_file,edit_file,2,0.03333333333333333
agent_language,claude_code::cpp,inspect_workspace,generated_code:error,2,0.021052631578947368
agent_language,claude_code::cpp,message,edit_file,2,0.031746031746031744
agent_language,claude_code::cpp,edit_file,error,2,0.13333333333333333
agent_language,claude_code::cpp,write_file,generated_code,1,0.016666666666666666
agent_language,claude_code::cpp,inspect_workspace,edit_file,1,0.010526315789473684
agent_language,claude_code::cpp,edit_file,write_file,1,0.06666666666666667
agent_language,claude_code::cpp,write_file,search,1,0.016666666666666666
agent_language,claude_code::cpp,search,write_file,1,0.07142857142857142
agent_language,claude_code::cpp,search,error,1,0.07142857142857142
agent_language,claude_code::go,START,message,57,1.0
agent_language,claude_code::go,execute_probe,read_file,32,0.3516483516483517
agent_language,claude_code::go,message,error,32,0.5614035087719298
agent_language,claude_code::go,generated_code:error,END,32,1.0
agent_language,claude_code::go,error,execute_probe,29,0.6304347826086957
agent_language,claude_code::go,write_file,execute_probe,26,0.5909090909090909
agent_language,claude_code::go,generated_code,END,25,1.0
agent_language,claude_code::go,message,write_file,22,0.38596491228070173
agent_language,claude_code::go,read_file,generated_code:error,22,0.3384615384615385
