group_type,group_value,sequence,count,share,median_collapsed_len,success_share
agent,openhands-gpt54,message > read_file > write_file > execute_probe > agent_action,6,0.006514657980456026,5.0,0.3333333333333333
agent,openhands-gpt54,message:error > read_file > inspect_workspace > error > write_file > agent_action,5,0.0054288816503800215,6.0,0.2
agent_language,claude_code::c,message > error > execute_probe > read_file > generated_code:error,19,0.20430107526881722,5.0,0.8421052631578947
agent_language,claude_code::c,message > write_file > execute_probe > generated_code,13,0.13978494623655913,4.0,1.0
agent_language,claude_code::c,message > write_file > execute_probe > read_file > generated_code,10,0.10752688172043011,5.0,1.0
agent_language,claude_code::c,message > error > execute_probe > generated_code:error,7,0.07526881720430108,4.0,0.7142857142857143
agent_language,claude_code::c,message > error > execute_probe > read_file > inspect_workspace > read_file > generated_code:error,2,0.021505376344086023,7.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > read_file > generated_code:error,2,0.021505376344086023,9.0,1.0
agent_language,claude_code::c,message > error > execute_probe > write_file > execute_probe > read_file > generated_code:error,1,0.010752688172043012,7.0,1.0
agent_language,claude_code::c,message > write_file > execute_probe > read_file > inspect_workspace > execute_probe > read_file > inspect_workspace > execute_probe > read_file > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > read_file > execute_probe > read_file > inspect_workspace > execute_probe > inspect_workspace > read_file > inspect_workspace > read_file > inspect_workspace > read_file > inspect_workspace > search > error > read_file > execute_probe > write_file > edit_file > read_file > write_file > read_file > execute_probe > write_file > inspect_workspace > execute_probe > write_file > execute_probe > read_file > inspect_workspace > error > generated_code,1,0.010752688172043012,46.0,0.0
agent_language,claude_code::c,message > error > execute_probe > read_file > execute_probe > generated_code:error,1,0.010752688172043012,6.0,1.0
agent_language,claude_code::c,message > error > execute_probe > edit_file > read_file > edit_file > execute_probe > read_file > generated_code:error,1,0.010752688172043012,9.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > search > inspect_workspace > execute_probe > inspect_workspace > execute_probe > generated_code:error,1,0.010752688172043012,12.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > read_file > error > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > error > inspect_workspace > read_file > inspect_workspace > execute_probe > read_file > inspect_workspace > generated_code:error,1,0.010752688172043012,19.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > edit_file > read_file > edit_file > execute_probe > error > read_file > error > generated_code:error,1,0.010752688172043012,15.0,1.0
agent_language,claude_code::c,message > write_file > search > execute_probe > error > read_file > inspect_workspace > write_file > execute_probe > edit_file > read_file > edit_file > execute_probe > edit_file > read_file > edit_file > execute_probe > write_file > error > read_file > edit_file > execute_probe > read_file > execute_probe > generated_code,1,0.010752688172043012,25.0,0.0
agent_language,claude_code::c,message > error > execute_probe > read_file > execute_probe > inspect_workspace > read_file > inspect_workspace > search > execute_probe > inspect_workspace > write_file > read_file > write_file > read_file > inspect_workspace > read_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > write_file > execute_probe > read_file > execute_probe > generated_code:error,1,0.010752688172043012,29.0,1.0
agent_language,claude_code::c,message > error > execute_probe > write_file > inspect_workspace > generated_code:error,1,0.010752688172043012,6.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > error > execute_probe > inspect_workspace > execute_probe > search > inspect_workspace > read_file > execute_probe > inspect_workspace > read_file > inspect_workspace > execute_probe > read_file > execute_probe > read_file > generated_code:error,1,0.010752688172043012,20.0,1.0
agent_language,claude_code::c,message > error > execute_probe > inspect_workspace > execute_probe > write_file > read_file > inspect_workspace > read_file > inspect_workspace > execute_probe > write_file > execute_probe > read_file > generated_code:error,1,0.010752688172043012,15.0,1.0
agent_language,claude_code::c,message > write_file > execute_probe > edit_file > read_file > edit_file > execute_probe > read_file > generated_code,1,0.010752688172043012,9.0,1.0
agent_language,claude_code::c,message > error > execute_probe > edit_file > read_file > edit_file > execute_probe > write_file > error > write_file > read_file > error > generated_code:error,1,0.010752688172043012,13.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > generated_code,11,0.1746031746031746,4.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > generated_code:error,7,0.1111111111111111,5.0,0.8571428571428571
agent_language,claude_code::cpp,message > error > execute_probe > generated_code:error,3,0.047619047619047616,4.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > read_file > generated_code,3,0.047619047619047616,5.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > error > read_file > generated_code:error,2,0.031746031746031744,6.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > write_file > execute_probe > write_file > read_file > generated_code:error,1,0.015873015873015872,8.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > inspect_workspace > execute_probe > read_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > search > read_file > inspect_workspace > read_file > inspect_workspace > read_file > inspect_workspace > read_file > execute_probe > write_file > inspect_workspace > execute_probe > write_file > execute_probe > write_file > read_file > write_file > generated_code,1,0.015873015873015872,29.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > execute_probe > inspect_workspace > read_file > execute_probe > read_file > generated_code:error,1,0.015873015873015872,10.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > inspect_workspace > read_file > generated_code:error,1,0.015873015873015872,7.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > search > inspect_workspace > execute_probe > inspect_workspace > execute_probe > error > execute_probe > read_file > generated_code,1,0.015873015873015872,12.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > inspect_workspace > execute_probe > read_file > generated_code:error,1,0.015873015873015872,7.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > read_file > error > generated_code:error,1,0.015873015873015872,12.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > read_file > inspect_workspace > execute_probe > read_file > inspect_workspace > read_file > inspect_workspace > execute_probe > inspect_workspace > execute_probe > read_file > execute_probe > read_file > search > inspect_workspace > read_file > inspect_workspace > search > read_file > write_file > inspect_workspace > read_file > inspect_workspace > execute_probe > read_file > inspect_workspace > write_file > edit_file > read_file > edit_file > execute_probe > write_file > execute_probe > edit_file > read_file > execute_probe > error > generated_code,1,0.015873015873015872,41.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > inspect_workspace > read_file > search > execute_probe > inspect_workspace > write_file > inspect_workspace > execute_probe > search > read_file > inspect_workspace > edit_file > read_file > error > execute_probe > write_file > read_file > execute_probe > read_file > write_file > generated_code:error,1,0.015873015873015872,25.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > write_file > error > generated_code:error,1,0.015873015873015872,6.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > search > execute_probe > error > execute_probe > inspect_workspace > execute_probe > read_file > generated_code:error,1,0.015873015873015872,16.0,1.0
agent_language,claude_code::cpp,message > write_file > execute_probe > inspect_workspace > execute_probe > inspect_workspace > execute_probe > inspect_workspace > write_file > execute_probe > error > execute_probe > inspect_workspace > execute_probe > read_file > generated_code,1,0.015873015873015872,16.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > write_file > read_file > generated_code:error,1,0.015873015873015872,6.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > inspect_workspace > read_file > error > execute_probe > read_file > inspect_workspace > read_file > execute_probe > inspect_workspace > write_file > read_file > execute_probe > inspect_workspace > write_file > inspect_workspace > write_file > inspect_workspace > read_file > write_file > read_file > write_file > error > inspect_workspace > write_file > generated_code:error,1,0.015873015873015872,29.0,1.0
agent_language,claude_code::cpp,message > error > execute_probe > read_file > execute_probe > inspect_workspace > execute_probe > read_file > inspect_workspace > generated_code:error,1,0.015873015873015872,10.0,1.0
agent_language,claude_code::go,message > write_file > execute_probe > read_file > generated_code,11,0.19298245614035087,5.0,0.8181818181818182
agent_language,claude_code::go,message > write_file > execute_probe > generated_code,8,0.14035087719298245,4.0,1.0
agent_language,claude_code::go,message > error > execute_probe > generated_code:error,4,0.07017543859649122,4.0,1.0
agent_language,claude_code::go,message > error > execute_probe > write_file > read_file > generated_code:error,3,0.05263157894736842,6.0,1.0
agent_language,claude_code::go,message > error > execute_probe > read_file > generated_code:error,3,0.05263157894736842,5.0,1.0
agent_language,claude_code::go,message > error > read_file > generated_code:error,2,0.03508771929824561,4.0,1.0
agent_language,claude_code::go,message > error > execute_probe > install > edit_file > read_file > edit_file > execute_probe > error > execute_probe > error > read_file > generated_code:error,1,0.017543859649122806,13.0,0.0
agent_language,claude_code::go,message > error > read_file > execute_probe > read_file > execute_probe > read_file > execute_probe > read_file > execute_probe > write_file > execute_probe > write_file > read_file > generated_code:error,1,0.017543859649122806,15.0,1.0
agent_language,claude_code::go,message > error > execute_probe > inspect_workspace > write_file > read_file > generated_code:error,1,0.017543859649122806,7.0,1.0
agent_language,claude_code::go,message > error > execute_probe > install > read_file > generated_code:error,1,0.017543859649122806,6.0,1.0
agent_language,claude_code::go,message > error > execute_probe > install > execute_probe > install > execute_probe > write_file > error > execute_probe > error > execute_probe > install > error > test > edit_file > read_file > edit_file > read_file > execute_probe > write_file > execute_probe > read_file > execute_probe > generated_code,1,0.017543859649122806,25.0,0.0
agent_language,claude_code::go,message > error > execute_probe > write_file > read_file > execute_probe > generated_code:error,1,0.017543859649122806,7.0,1.0
agent_language,claude_code::go,message > error > execute_probe > write_file > edit_file > read_file > edit_file > execute_probe > write_file > error > write_file > error > write_file > read_file > generated_code:error,1,0.017543859649122806,15.0,1.0
agent_language,claude_code::go,message > error > execute_probe > read_file > execute_probe > read_file > generated_code:error,1,0.017543859649122806,7.0,1.0
agent_language,claude_code::go,message > write_file > execute_probe > read_file > execute_probe > generated_code,1,0.017543859649122806,6.0,1.0
agent_language,claude_code::go,message > inspect_workspace > write_file > read_file > inspect_workspace > read_file > inspect_workspace > generated_code,1,0.017543859649122806,8.0,1.0
agent_language,claude_code::go,message > error > read_file > execute_probe > install > read_file > install > execute_probe > edit_file > inspect_workspace > read_file > edit_file > read_file > execute_probe > error > execute_probe > generated_code:error,1,0.017543859649122806,17.0,1.0
agent_language,claude_code::go,message > error > execute_probe > read_file > execute_probe > install > execute_probe > read_file > generated_code:error,1,0.017543859649122806,9.0,1.0
agent_language,claude_code::go,message > error > execute_probe > inspect_workspace > read_file > generated_code:error,1,0.017543859649122806,6.0,1.0
agent_language,claude_code::go,message > inspect_workspace > error > execute_probe > read_file > install > execute_probe > read_file > install > execute_probe > read_file > execute_probe > generated_code:error,1,0.017543859649122806,13.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > generated_code,11,0.15942028985507245,4.0,0.7272727272727273
agent_language,claude_code::javascript,message > error > execute_probe > read_file > generated_code:error,8,0.11594202898550725,5.0,1.0
agent_language,claude_code::javascript,message > error > execute_probe > generated_code:error,7,0.10144927536231885,4.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > read_file > generated_code,5,0.07246376811594203,5.0,0.8
agent_language,claude_code::javascript,message > write_file > install > execute_probe > edit_file > read_file > edit_file > execute_probe > read_file > generated_code,2,0.028985507246376812,10.0,0.0
agent_language,claude_code::javascript,message > error > install > execute_probe > read_file > generated_code:error,2,0.028985507246376812,6.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > install > execute_probe > read_file > generated_code,2,0.028985507246376812,7.0,1.0
agent_language,claude_code::javascript,message > error > write_file > execute_probe > read_file > generated_code:error,2,0.028985507246376812,6.0,1.0
agent_language,claude_code::javascript,message > write_file > install > execute_probe > read_file > generated_code,2,0.028985507246376812,6.0,1.0
agent_language,claude_code::javascript,message > error > install > execute_probe > error > read_file > generated_code:error,2,0.028985507246376812,7.0,1.0
agent_language,claude_code::javascript,message > error > execute_probe > error > read_file > generated_code:error,2,0.028985507246376812,6.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > write_file > generated_code,2,0.028985507246376812,5.0,1.0
agent_language,claude_code::javascript,message > error > write_file > execute_probe > generated_code:error,1,0.014492753623188406,5.0,1.0
agent_language,claude_code::javascript,message > write_file > install > execute_probe > generated_code,1,0.014492753623188406,5.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > write_file > read_file > generated_code,1,0.014492753623188406,6.0,1.0
agent_language,claude_code::javascript,message > error > install > execute_probe > error > execute_probe > read_file > error > generated_code:error,1,0.014492753623188406,9.0,1.0
agent_language,claude_code::javascript,message > error > read_file > install > execute_probe > generated_code:error,1,0.014492753623188406,6.0,1.0
agent_language,claude_code::javascript,message > error > read_file > install > write_file > execute_probe > write_file > execute_probe > write_file > execute_probe > read_file > execute_probe > generated_code:error,1,0.014492753623188406,13.0,1.0
agent_language,claude_code::javascript,message > write_file > execute_probe > inspect_workspace > execute_probe > generated_code,1,0.014492753623188406,6.0,1.0
agent_language,claude_code::javascript,message > error > execute_probe > install > execute_probe > edit_file > install > error > execute_probe > generated_code:error,1,0.014492753623188406,10.0,0.0
agent_language,claude_code::python,message > write_file > execute_probe > generated_code,10,0.13333333333333333,4.0,1.0
agent_language,claude_code::python,message > error > execute_probe > read_file > generated_code:error,9,0.12,5.0,0.8888888888888888
agent_language,claude_code::python,message > write_file > execute_probe > install > execute_probe > read_file > generated_code,7,0.09333333333333334,7.0,0.8571428571428571
agent_language,claude_code::python,message > write_file > execute_probe > read_file > generated_code,7,0.09333333333333334,5.0,1.0
agent_language,claude_code::python,message > write_file > error > read_file > generated_code,7,0.09333333333333334,5.0,1.0
agent_language,claude_code::python,message > write_file > error > generated_code,4,0.05333333333333334,4.0,1.0
agent_language,claude_code::python,message > error > execute_probe > generated_code:error,3,0.04,4.0,1.0
agent_language,claude_code::python,message > write_file > error > execute_probe > read_file > generated_code,2,0.02666666666666667,6.0,1.0
agent_language,claude_code::python,message > write_file > execute_probe > install > execute_probe > generated_code,2,0.02666666666666667,6.0,0.5
agent_language,claude_code::python,message > write_file > execute_probe > install > execute_probe > install > execute_probe > read_file > generated_code,2,0.02666666666666667,9.0,1.0
agent_language,claude_code::python,message > write_file > error > install > error > read_file > generated_code,2,0.02666666666666667,7.0,1.0
agent_language,claude_code::python,message > error > read_file > generated_code:error,2,0.02666666666666667,4.0,1.0
agent_language,claude_code::python,message > error > generated_code:error,2,0.02666666666666667,3.0,0.5
agent_language,claude_code::python,message > error > execute_probe > edit_file > read_file > edit_file > execute_probe > read_file > generated_code:error,1,0.013333333333333334,9.0,1.0
agent_language,claude_code::python,message > error > inspect_workspace > generated_code:error,1,0.013333333333333334,4.0,1.0
agent_language,claude_code::python,message > write_file > error > install > error > generated_code,1,0.013333333333333334,6.0,1.0
agent_language,claude_code::python,message > write_file > error > install > execute_probe > install > error > read_file > execute_probe > generated_code,1,0.013333333333333334,10.0,1.0
agent_language,claude_code::python,message > write_file > execute_probe > install > execute_probe > install > execute_probe > generated_code,1,0.013333333333333334,8.0,1.0
agent_language,claude_code::python,message > edit_file > error > read_file > generated_code:error,1,0.013333333333333334,5.0,1.0
agent_language,claude_code::python,message > error > execute_probe > install > execute_probe > install > execute_probe > read_file > generated_code:error,1,0.013333333333333334,9.0,1.0
agent_language,claudecode-opus47::cpp,message > finish,71,0.23127035830618892,2.0,0.056338028169014086
agent_language,claudecode-opus47::cpp,message:error > finish:error,59,0.19218241042345277,2.0,0.017241379310344827
agent_language,claudecode-opus47::cpp,error > message:error > finish:error,53,0.17263843648208468,3.0,0.0
agent_language,claudecode-opus47::cpp,error > message > finish,37,0.12052117263843648,3.0,0.0
agent_language,claudecode-opus47::cpp,write_file > message > finish,26,0.08469055374592833,3.0,0.0
agent_language,claudecode-opus47::cpp,error > read_file > error > message:error > finish:error,6,0.019543973941368076,5.0,0.0
agent_language,claudecode-opus47::cpp,write_file > message:error > finish:error,6,0.019543973941368076,3.0,0.0
agent_language,claudecode-opus47::cpp,message > error > message:error > finish:error,5,0.016286644951140065,4.0,0.0
agent_language,claudecode-opus47::cpp,message > write_file > message > finish,4,0.013029315960912053,4.0,0.0
agent_language,claudecode-opus47::cpp,error > inspect_workspace > read_file > error > message:error > finish:error,4,0.013029315960912053,6.0,0.0
agent_language,claudecode-opus47::cpp,write_file > read_file > write_file > message > finish,3,0.009771986970684038,5.0,0.0
agent_language,claudecode-opus47::cpp,error > read_file > error > message > finish,3,0.009771986970684038,5.0,0.0
agent_language,claudecode-opus47::cpp,error > inspect_workspace > read_file > error > message > finish,3,0.009771986970684038,6.0,0.0
agent_language,claudecode-opus47::cpp,write_file > inspect_workspace > read_file > write_file > message:error > finish:error,2,0.006514657980456026,6.0,0.0
agent_language,claudecode-opus47::cpp,message > error > message > finish,2,0.006514657980456026,4.0,0.0
agent_language,claudecode-opus47::cpp,write_file > message > execute_probe > message:error > finish:error,1,0.003257328990228013,5.0,0.0
agent_language,claudecode-opus47::cpp,read_file > message:error > finish:error,1,0.003257328990228013,3.0,0.0
agent_language,claudecode-opus47::cpp,write_file > inspect_workspace > read_file > message > finish,1,0.003257328990228013,5.0,0.0
agent_language,claudecode-opus47::cpp,error > read_file > error > read_file > error > message:error > finish:error,1,0.003257328990228013,7.0,0.0
agent_language,claudecode-opus47::cpp,read_file > write_file > message:error > finish:error,1,0.003257328990228013,4.0,0.0
